ds;country;polygon_source;polygon_id;polygon_name;all_day_bing_tiles_visited_relative_change;all_day_ratio_single_tile_users;baseline_name;baseline_type
01/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.11484;0.28124;full_february;DAY_OF_WEEK
02/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.06174;0.18379;full_february;DAY_OF_WEEK
03/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.04656;0.1778;full_february;DAY_OF_WEEK
04/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.05831;0.17214;full_february;DAY_OF_WEEK
05/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.06354;0.17419;full_february;DAY_OF_WEEK
06/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.07636;0.1582;full_february;DAY_OF_WEEK
07/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.04155;0.17635;full_february;DAY_OF_WEEK
08/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.1282;0.28258;full_february;DAY_OF_WEEK
09/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01792;0.14146;full_february;DAY_OF_WEEK
10/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04259;0.1351;full_february;DAY_OF_WEEK
11/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01578;0.14153;full_february;DAY_OF_WEEK
12/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01654;0.13239;full_february;DAY_OF_WEEK
13/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0049;0.12243;full_february;DAY_OF_WEEK
14/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.12553;0.20301;full_february;DAY_OF_WEEK
15/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.1519;0.26453;full_february;DAY_OF_WEEK
16/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.17479;0.2283;full_february;DAY_OF_WEEK
17/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.35502;0.33529;full_february;DAY_OF_WEEK
18/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.56339;0.47149;full_february;DAY_OF_WEEK
19/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.58807;0.47836;full_february;DAY_OF_WEEK
20/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.62378;0.47078;full_february;DAY_OF_WEEK
21/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.6825;0.54075;full_february;DAY_OF_WEEK
22/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.72023;0.65797;full_february;DAY_OF_WEEK
23/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.61086;0.50201;full_february;DAY_OF_WEEK
24/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.60326;0.50532;full_february;DAY_OF_WEEK
25/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.62009;0.51088;full_february;DAY_OF_WEEK
26/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.61973;0.51395;full_february;DAY_OF_WEEK
27/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.63815;0.48828;full_february;DAY_OF_WEEK
28/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.68606;0.54004;full_february;DAY_OF_WEEK
29/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.74011;0.69417;full_february;DAY_OF_WEEK
30/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.63385;0.55005;full_february;DAY_OF_WEEK
31/03/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.60003;0.50486;full_february;DAY_OF_WEEK
01/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.59755;0.48817;full_february;DAY_OF_WEEK
02/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.59782;0.48367;full_february;DAY_OF_WEEK
03/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.61168;0.46066;full_february;DAY_OF_WEEK
04/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.65422;0.50018;full_february;DAY_OF_WEEK
05/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.69765;0.61606;full_february;DAY_OF_WEEK
06/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.59201;0.49652;full_february;DAY_OF_WEEK
07/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.56557;0.47128;full_february;DAY_OF_WEEK
08/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.57261;0.4613;full_february;DAY_OF_WEEK
09/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.56507;0.44758;full_february;DAY_OF_WEEK
10/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.58155;0.42505;full_february;DAY_OF_WEEK
11/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.63017;0.4721;full_february;DAY_OF_WEEK
12/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.69602;0.60838;full_february;DAY_OF_WEEK
13/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.73525;0.59452;full_february;DAY_OF_WEEK
14/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.51681;0.41677;full_february;DAY_OF_WEEK
15/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.52777;0.42788;full_february;DAY_OF_WEEK
16/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.52735;0.42621;full_february;DAY_OF_WEEK
17/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.55492;0.41181;full_february;DAY_OF_WEEK
18/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.6202;0.47102;full_february;DAY_OF_WEEK
19/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.69354;0.63121;full_february;DAY_OF_WEEK
20/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.54177;0.45481;full_february;DAY_OF_WEEK
21/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.52635;0.45666;full_february;DAY_OF_WEEK
22/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.52974;0.43538;full_february;DAY_OF_WEEK
23/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.51196;0.41287;full_february;DAY_OF_WEEK
24/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.53312;0.38882;full_february;DAY_OF_WEEK
25/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.59635;0.44445;full_february;DAY_OF_WEEK
26/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.64285;0.55728;full_february;DAY_OF_WEEK
27/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.50451;0.42869;full_february;DAY_OF_WEEK
28/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.48141;0.41952;full_february;DAY_OF_WEEK
29/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.48516;0.40921;full_february;DAY_OF_WEEK
30/04/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.47515;0.39374;full_february;DAY_OF_WEEK
01/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.75107;0.60374;full_february;DAY_OF_WEEK
02/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.58054;0.43364;full_february;DAY_OF_WEEK
03/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.62537;0.54238;full_february;DAY_OF_WEEK
04/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.42994;0.35707;full_february;DAY_OF_WEEK
05/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.39741;0.34359;full_february;DAY_OF_WEEK
06/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.40058;0.33886;full_february;DAY_OF_WEEK
07/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.3834;0.32157;full_february;DAY_OF_WEEK
08/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.64278;0.45472;full_february;DAY_OF_WEEK
09/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.50866;0.36532;full_february;DAY_OF_WEEK
10/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.61846;0.55305;full_february;DAY_OF_WEEK
11/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.24593;0.28272;full_february;DAY_OF_WEEK
12/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.16564;0.23975;full_february;DAY_OF_WEEK
13/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.21901;0.25573;full_february;DAY_OF_WEEK
14/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.19768;0.2369;full_february;DAY_OF_WEEK
15/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.21121;0.21256;full_february;DAY_OF_WEEK
16/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.18865;0.23031;full_february;DAY_OF_WEEK
17/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.21456;0.31081;full_february;DAY_OF_WEEK
18/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.12151;0.21354;full_february;DAY_OF_WEEK
19/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.09757;0.20642;full_february;DAY_OF_WEEK
20/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.09027;0.1964;full_february;DAY_OF_WEEK
21/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.32789;0.28851;full_february;DAY_OF_WEEK
22/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.19779;0.20289;full_february;DAY_OF_WEEK
23/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.23016;0.24636;full_february;DAY_OF_WEEK
24/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.18919;0.30725;full_february;DAY_OF_WEEK
25/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.10384;0.20711;full_february;DAY_OF_WEEK
26/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.07984;0.1994;full_february;DAY_OF_WEEK
27/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.09948;0.19987;full_february;DAY_OF_WEEK
28/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.09742;0.19568;full_february;DAY_OF_WEEK
29/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.11243;0.18072;full_february;DAY_OF_WEEK
30/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.10098;0.20227;full_february;DAY_OF_WEEK
31/05/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.14186;0.2837;full_february;DAY_OF_WEEK
01/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.28086;0.28018;full_february;DAY_OF_WEEK
02/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.00275;0.17339;full_february;DAY_OF_WEEK
03/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.03923;0.18246;full_february;DAY_OF_WEEK
04/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0603;0.18591;full_february;DAY_OF_WEEK
05/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.08794;0.17374;full_february;DAY_OF_WEEK
06/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.07881;0.19673;full_february;DAY_OF_WEEK
07/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.09332;0.25922;full_february;DAY_OF_WEEK
08/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.03183;0.18542;full_february;DAY_OF_WEEK
09/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.01864;0.17814;full_february;DAY_OF_WEEK
10/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.03529;0.17956;full_february;DAY_OF_WEEK
11/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.07442;0.19491;full_february;DAY_OF_WEEK
12/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.07189;0.16526;full_february;DAY_OF_WEEK
13/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.09431;0.20265;full_february;DAY_OF_WEEK
14/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0935;0.27679;full_february;DAY_OF_WEEK
15/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.01847;0.17924;full_february;DAY_OF_WEEK
16/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0069;0.17624;full_february;DAY_OF_WEEK
17/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.05253;0.18426;full_february;DAY_OF_WEEK
18/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.04121;0.172;full_february;DAY_OF_WEEK
19/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.03512;0.15226;full_february;DAY_OF_WEEK
20/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.00972;0.17486;full_february;DAY_OF_WEEK
21/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00205;0.23888;full_february;DAY_OF_WEEK
22/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04253;0.15706;full_february;DAY_OF_WEEK
23/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05126;0.15312;full_february;DAY_OF_WEEK
24/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0118;0.16308;full_february;DAY_OF_WEEK
25/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.02675;0.15004;full_february;DAY_OF_WEEK
26/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.00609;0.14378;full_february;DAY_OF_WEEK
27/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00249;0.17547;full_february;DAY_OF_WEEK
28/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.02557;0.24932;full_february;DAY_OF_WEEK
29/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03013;0.15826;full_february;DAY_OF_WEEK
30/06/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0717;0.14717;full_february;DAY_OF_WEEK
01/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03205;0.15624;full_february;DAY_OF_WEEK
02/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03768;0.14587;full_february;DAY_OF_WEEK
03/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01879;0.13535;full_february;DAY_OF_WEEK
04/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05593;0.16444;full_february;DAY_OF_WEEK
05/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03702;0.23636;full_february;DAY_OF_WEEK
06/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06586;0.15584;full_february;DAY_OF_WEEK
07/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.08018;0.14686;full_february;DAY_OF_WEEK
08/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05347;0.14693;full_february;DAY_OF_WEEK
09/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0517;0.14794;full_february;DAY_OF_WEEK
10/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04762;0.13674;full_february;DAY_OF_WEEK
11/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.11516;0.15925;full_february;DAY_OF_WEEK
12/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.09251;0.22189;full_february;DAY_OF_WEEK
13/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05939;0.15902;full_february;DAY_OF_WEEK
14/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.12162;0.229;full_february;DAY_OF_WEEK
15/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.12191;0.14224;full_february;DAY_OF_WEEK
16/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05333;0.14966;full_february;DAY_OF_WEEK
17/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00556;0.14281;full_february;DAY_OF_WEEK
18/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.07681;0.16689;full_february;DAY_OF_WEEK
19/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06448;0.23213;full_february;DAY_OF_WEEK
20/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05935;0.15973;full_february;DAY_OF_WEEK
21/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04986;0.15752;full_february;DAY_OF_WEEK
22/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03884;0.1567;full_february;DAY_OF_WEEK
23/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03816;0.15324;full_february;DAY_OF_WEEK
24/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00841;0.14519;full_february;DAY_OF_WEEK
25/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.09055;0.16477;full_february;DAY_OF_WEEK
26/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04509;0.23482;full_february;DAY_OF_WEEK
27/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03908;0.16673;full_february;DAY_OF_WEEK
28/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.07468;0.1561;full_february;DAY_OF_WEEK
29/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04245;0.15734;full_february;DAY_OF_WEEK
30/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00559;0.16667;full_february;DAY_OF_WEEK
31/07/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00578;0.15403;full_february;DAY_OF_WEEK
01/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.14211;0.16364;full_february;DAY_OF_WEEK
02/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.09789;0.22815;full_february;DAY_OF_WEEK
03/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.09248;0.15991;full_february;DAY_OF_WEEK
04/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.08816;0.15351;full_february;DAY_OF_WEEK
05/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.07333;0.14877;full_february;DAY_OF_WEEK
06/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04418;0.15416;full_february;DAY_OF_WEEK
07/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.01633;0.15536;full_february;DAY_OF_WEEK
08/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.15056;0.1645;full_february;DAY_OF_WEEK
09/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.11398;0.22829;full_february;DAY_OF_WEEK
10/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06334;0.16834;full_february;DAY_OF_WEEK
11/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04132;0.16495;full_february;DAY_OF_WEEK
12/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00227;0.17067;full_february;DAY_OF_WEEK
13/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00397;0.17211;full_february;DAY_OF_WEEK
14/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0033;0.15137;full_february;DAY_OF_WEEK
15/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0913;0.18154;full_february;DAY_OF_WEEK
16/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0962;0.23229;full_february;DAY_OF_WEEK
17/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06349;0.16471;full_february;DAY_OF_WEEK
18/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04504;0.15985;full_february;DAY_OF_WEEK
19/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03139;0.15813;full_february;DAY_OF_WEEK
20/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03109;0.15797;full_february;DAY_OF_WEEK
21/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00245;0.1534;full_february;DAY_OF_WEEK
22/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.12397;0.16849;full_february;DAY_OF_WEEK
23/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.1109;0.23203;full_february;DAY_OF_WEEK
24/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04238;0.15986;full_february;DAY_OF_WEEK
25/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05652;0.15589;full_february;DAY_OF_WEEK
26/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04112;0.15472;full_february;DAY_OF_WEEK
27/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03866;0.15168;full_february;DAY_OF_WEEK
28/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01117;0.15125;full_february;DAY_OF_WEEK
29/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05302;0.17843;full_february;DAY_OF_WEEK
30/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01034;0.25782;full_february;DAY_OF_WEEK
31/08/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03774;0.16172;full_february;DAY_OF_WEEK
01/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.08637;0.13459;full_february;DAY_OF_WEEK
02/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05059;0.14353;full_february;DAY_OF_WEEK
03/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05776;0.13327;full_february;DAY_OF_WEEK
04/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04139;0.12439;full_february;DAY_OF_WEEK
05/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06948;0.16022;full_february;DAY_OF_WEEK
06/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05128;0.23892;full_february;DAY_OF_WEEK
07/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.09723;0.1382;full_february;DAY_OF_WEEK
08/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.07768;0.13648;full_february;DAY_OF_WEEK
09/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06269;0.14074;full_february;DAY_OF_WEEK
10/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.05363;0.12987;full_february;DAY_OF_WEEK
11/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03502;0.12209;full_february;DAY_OF_WEEK
12/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03316;0.15727;full_february;DAY_OF_WEEK
13/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.06248;0.22855;full_february;DAY_OF_WEEK
14/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.07509;0.13829;full_february;DAY_OF_WEEK
15/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0759;0.13365;full_february;DAY_OF_WEEK
16/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.02121;0.1449;full_february;DAY_OF_WEEK
17/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.0263;0.1365;full_february;DAY_OF_WEEK
18/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.02251;0.12822;full_february;DAY_OF_WEEK
19/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.03556;0.17867;full_february;DAY_OF_WEEK
20/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0665;0.26619;full_february;DAY_OF_WEEK
21/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.02688;0.15096;full_february;DAY_OF_WEEK
22/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04017;0.14145;full_february;DAY_OF_WEEK
23/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01419;0.149;full_february;DAY_OF_WEEK
24/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.00294;0.14755;full_february;DAY_OF_WEEK
25/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.0336;0.14729;full_february;DAY_OF_WEEK
26/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.11163;0.20605;full_february;DAY_OF_WEEK
27/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.13971;0.29932;full_february;DAY_OF_WEEK
28/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.01928;0.15132;full_february;DAY_OF_WEEK
29/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.04678;0.14089;full_february;DAY_OF_WEEK
30/09/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.03342;0.14541;full_february;DAY_OF_WEEK
01/10/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.02069;0.1423;full_february;DAY_OF_WEEK
02/10/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.03553;0.14598;full_february;DAY_OF_WEEK
03/10/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.13981;0.2198;full_february;DAY_OF_WEEK
04/10/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;-0.23853;0.33014;full_february;DAY_OF_WEEK
05/10/2020;FRA;GADM;FRA.10_1;Nouvelle-Aquitaine;0.00395;0.15799;full_february;DAY_OF_WEEK
