ds;country;polygon_source;polygon_id;polygon_name;all_day_bing_tiles_visited_relative_change;all_day_ratio_single_tile_users;baseline_name;baseline_type
17/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.54934;0.40551;full_february;DAY_OF_WEEK
18/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.60497;0.45559;full_february;DAY_OF_WEEK
19/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.62855;0.59906;full_february;DAY_OF_WEEK
20/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.54966;0.47688;full_february;DAY_OF_WEEK
21/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.50282;0.40755;full_february;DAY_OF_WEEK
22/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.4942;0.39987;full_february;DAY_OF_WEEK
23/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.48106;0.39274;full_february;DAY_OF_WEEK
24/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.5195;0.38415;full_february;DAY_OF_WEEK
25/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.57876;0.42701;full_february;DAY_OF_WEEK
26/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.58412;0.54749;full_february;DAY_OF_WEEK
27/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.48373;0.41241;full_february;DAY_OF_WEEK
28/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.48865;0.4166;full_february;DAY_OF_WEEK
29/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.48561;0.41232;full_february;DAY_OF_WEEK
30/04/2020;FRA;GADM;FRA.3_1;Bretagne;-0.4516;0.38104;full_february;DAY_OF_WEEK
01/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.7138;0.53819;full_february;DAY_OF_WEEK
02/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.55709;0.40899;full_february;DAY_OF_WEEK
03/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.57956;0.55021;full_february;DAY_OF_WEEK
04/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.42511;0.35985;full_february;DAY_OF_WEEK
05/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.42342;0.35503;full_february;DAY_OF_WEEK
06/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.40084;0.34084;full_february;DAY_OF_WEEK
07/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.36544;0.31512;full_february;DAY_OF_WEEK
08/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.64441;0.45314;full_february;DAY_OF_WEEK
09/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.50257;0.36122;full_february;DAY_OF_WEEK
10/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.54284;0.52116;full_february;DAY_OF_WEEK
11/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.1792;0.2473;full_february;DAY_OF_WEEK
12/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.14122;0.2187;full_february;DAY_OF_WEEK
13/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.1558;0.22734;full_february;DAY_OF_WEEK
14/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.14513;0.22114;full_february;DAY_OF_WEEK
15/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.1688;0.19724;full_february;DAY_OF_WEEK
16/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.11581;0.20923;full_february;DAY_OF_WEEK
17/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.03653;0.29039;full_february;DAY_OF_WEEK
18/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0932;0.2085;full_february;DAY_OF_WEEK
19/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.09352;0.19735;full_february;DAY_OF_WEEK
20/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.04044;0.18611;full_february;DAY_OF_WEEK
21/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.25636;0.27819;full_february;DAY_OF_WEEK
22/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.17674;0.19798;full_february;DAY_OF_WEEK
23/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.13261;0.21741;full_february;DAY_OF_WEEK
24/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00856;0.28759;full_february;DAY_OF_WEEK
25/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07473;0.19987;full_february;DAY_OF_WEEK
26/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07393;0.1912;full_february;DAY_OF_WEEK
27/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.05626;0.19169;full_february;DAY_OF_WEEK
28/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.03979;0.18699;full_february;DAY_OF_WEEK
29/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07432;0.16842;full_february;DAY_OF_WEEK
30/05/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01917;0.18478;full_february;DAY_OF_WEEK
31/05/2020;FRA;GADM;FRA.3_1;Bretagne;0.06997;0.26011;full_february;DAY_OF_WEEK
01/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.2038;0.25806;full_february;DAY_OF_WEEK
02/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.01615;0.16326;full_february;DAY_OF_WEEK
03/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.02505;0.17956;full_february;DAY_OF_WEEK
04/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0327;0.18261;full_february;DAY_OF_WEEK
05/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.05781;0.16044;full_february;DAY_OF_WEEK
06/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.00851;0.17556;full_february;DAY_OF_WEEK
07/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.01854;0.25637;full_february;DAY_OF_WEEK
08/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01301;0.17605;full_february;DAY_OF_WEEK
09/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01631;0.16888;full_february;DAY_OF_WEEK
10/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.05291;0.18908;full_february;DAY_OF_WEEK
11/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07744;0.20166;full_february;DAY_OF_WEEK
12/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0805;0.16589;full_february;DAY_OF_WEEK
13/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.04364;0.18711;full_february;DAY_OF_WEEK
14/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00123;0.28269;full_february;DAY_OF_WEEK
15/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.03637;0.1852;full_february;DAY_OF_WEEK
16/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.03659;0.17331;full_february;DAY_OF_WEEK
17/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.04079;0.18322;full_february;DAY_OF_WEEK
18/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01907;0.1712;full_february;DAY_OF_WEEK
19/06/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0364;0.15398;full_february;DAY_OF_WEEK
20/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.0155;0.17111;full_february;DAY_OF_WEEK
21/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.09948;0.24335;full_february;DAY_OF_WEEK
22/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.0502;0.15408;full_february;DAY_OF_WEEK
23/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.05123;0.14699;full_february;DAY_OF_WEEK
24/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.06138;0.15451;full_february;DAY_OF_WEEK
25/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.07462;0.14657;full_february;DAY_OF_WEEK
26/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.01721;0.13971;full_february;DAY_OF_WEEK
27/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.00878;0.17694;full_february;DAY_OF_WEEK
28/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.12529;0.24378;full_february;DAY_OF_WEEK
29/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.03748;0.15829;full_february;DAY_OF_WEEK
30/06/2020;FRA;GADM;FRA.3_1;Bretagne;0.01861;0.15512;full_february;DAY_OF_WEEK
01/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.01465;0.16103;full_february;DAY_OF_WEEK
02/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.05907;0.146;full_february;DAY_OF_WEEK
03/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.02675;0.13286;full_february;DAY_OF_WEEK
04/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.03017;0.17525;full_february;DAY_OF_WEEK
05/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.0718;0.26032;full_february;DAY_OF_WEEK
06/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.06985;0.15477;full_february;DAY_OF_WEEK
07/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.07483;0.14247;full_february;DAY_OF_WEEK
08/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.0805;0.14403;full_february;DAY_OF_WEEK
09/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.07651;0.14644;full_february;DAY_OF_WEEK
10/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.04433;0.13585;full_february;DAY_OF_WEEK
11/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.19215;0.14725;full_february;DAY_OF_WEEK
12/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.34321;0.1999;full_february;DAY_OF_WEEK
13/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.12095;0.14524;full_february;DAY_OF_WEEK
14/07/2020;FRA;GADM;FRA.3_1;Bretagne;-0.12929;0.24651;full_february;DAY_OF_WEEK
15/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.12631;0.14275;full_february;DAY_OF_WEEK
16/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.09301;0.14464;full_february;DAY_OF_WEEK
17/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.03844;0.13734;full_february;DAY_OF_WEEK
18/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.14432;0.15316;full_february;DAY_OF_WEEK
19/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.26387;0.21881;full_february;DAY_OF_WEEK
20/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.09175;0.1534;full_february;DAY_OF_WEEK
21/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.08095;0.14749;full_february;DAY_OF_WEEK
22/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.09274;0.14709;full_february;DAY_OF_WEEK
23/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.1021;0.14539;full_february;DAY_OF_WEEK
24/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.01769;0.14396;full_february;DAY_OF_WEEK
25/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.05548;0.17932;full_february;DAY_OF_WEEK
26/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.17554;0.23782;full_february;DAY_OF_WEEK
27/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.03982;0.16941;full_february;DAY_OF_WEEK
28/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.03864;0.15553;full_february;DAY_OF_WEEK
29/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.08339;0.14699;full_february;DAY_OF_WEEK
30/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.10345;0.14463;full_february;DAY_OF_WEEK
31/07/2020;FRA;GADM;FRA.3_1;Bretagne;0.05215;0.13877;full_february;DAY_OF_WEEK
01/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.17155;0.15601;full_february;DAY_OF_WEEK
02/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.2473;0.22462;full_february;DAY_OF_WEEK
03/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.07717;0.15765;full_february;DAY_OF_WEEK
04/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.07408;0.14982;full_february;DAY_OF_WEEK
05/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.10859;0.14718;full_february;DAY_OF_WEEK
06/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.109;0.14441;full_february;DAY_OF_WEEK
07/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.0304;0.14273;full_february;DAY_OF_WEEK
08/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.20832;0.15196;full_february;DAY_OF_WEEK
09/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.31804;0.21164;full_february;DAY_OF_WEEK
10/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.08714;0.15782;full_february;DAY_OF_WEEK
11/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.06637;0.15435;full_february;DAY_OF_WEEK
12/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.03985;0.16788;full_february;DAY_OF_WEEK
13/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.04778;0.16345;full_february;DAY_OF_WEEK
14/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.00756;0.1483;full_february;DAY_OF_WEEK
15/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.13582;0.17511;full_february;DAY_OF_WEEK
16/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.19849;0.24167;full_february;DAY_OF_WEEK
17/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.0565;0.16475;full_february;DAY_OF_WEEK
18/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.04386;0.15846;full_february;DAY_OF_WEEK
19/08/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00595;0.17644;full_february;DAY_OF_WEEK
20/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.06225;0.15396;full_february;DAY_OF_WEEK
21/08/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00461;0.15262;full_february;DAY_OF_WEEK
22/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.13789;0.16666;full_february;DAY_OF_WEEK
23/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.24829;0.23167;full_february;DAY_OF_WEEK
24/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.03831;0.16551;full_february;DAY_OF_WEEK
25/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.00088;0.16508;full_february;DAY_OF_WEEK
26/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.05507;0.15493;full_february;DAY_OF_WEEK
27/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.03486;0.16;full_february;DAY_OF_WEEK
28/08/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01772;0.1506;full_february;DAY_OF_WEEK
29/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.0779;0.17205;full_february;DAY_OF_WEEK
30/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.12423;0.25687;full_february;DAY_OF_WEEK
31/08/2020;FRA;GADM;FRA.3_1;Bretagne;0.04851;0.15555;full_february;DAY_OF_WEEK
01/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.06887;0.13266;full_february;DAY_OF_WEEK
02/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.05006;0.14095;full_february;DAY_OF_WEEK
03/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.06777;0.13537;full_february;DAY_OF_WEEK
04/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.03688;0.12467;full_february;DAY_OF_WEEK
05/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.06726;0.15906;full_february;DAY_OF_WEEK
06/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.14257;0.24861;full_february;DAY_OF_WEEK
07/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.09509;0.13555;full_february;DAY_OF_WEEK
08/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.07906;0.12869;full_february;DAY_OF_WEEK
09/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.06836;0.13953;full_february;DAY_OF_WEEK
10/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.07436;0.12997;full_february;DAY_OF_WEEK
11/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.05059;0.11772;full_february;DAY_OF_WEEK
12/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.07529;0.14985;full_february;DAY_OF_WEEK
13/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.26653;0.21248;full_february;DAY_OF_WEEK
14/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.10232;0.12936;full_february;DAY_OF_WEEK
15/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.05874;0.13091;full_february;DAY_OF_WEEK
16/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.04173;0.14094;full_february;DAY_OF_WEEK
17/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.0642;0.13054;full_february;DAY_OF_WEEK
18/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.03565;0.12348;full_february;DAY_OF_WEEK
19/09/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01589;0.1759;full_february;DAY_OF_WEEK
20/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.08003;0.25737;full_february;DAY_OF_WEEK
21/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.04361;0.14046;full_february;DAY_OF_WEEK
22/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.03735;0.13822;full_february;DAY_OF_WEEK
23/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.00053;0.15468;full_february;DAY_OF_WEEK
24/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.02009;0.14577;full_february;DAY_OF_WEEK
25/09/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00262;0.1362;full_february;DAY_OF_WEEK
26/09/2020;FRA;GADM;FRA.3_1;Bretagne;-0.02218;0.177;full_february;DAY_OF_WEEK
27/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.03276;0.27525;full_february;DAY_OF_WEEK
28/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.01982;0.14918;full_february;DAY_OF_WEEK
29/09/2020;FRA;GADM;FRA.3_1;Bretagne;0.01243;0.14034;full_february;DAY_OF_WEEK
30/09/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01393;0.16131;full_february;DAY_OF_WEEK
01/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.01735;0.14209;full_february;DAY_OF_WEEK
02/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.05652;0.15074;full_february;DAY_OF_WEEK
03/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.09851;0.2018;full_february;DAY_OF_WEEK
04/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.05413;0.29179;full_february;DAY_OF_WEEK
05/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.00987;0.15138;full_february;DAY_OF_WEEK
06/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.01375;0.13917;full_february;DAY_OF_WEEK
07/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.00875;0.1479;full_february;DAY_OF_WEEK
08/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.02101;0.13954;full_february;DAY_OF_WEEK
09/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.00677;0.12513;full_february;DAY_OF_WEEK
10/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0071;0.16809;full_february;DAY_OF_WEEK
11/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01585;0.28289;full_february;DAY_OF_WEEK
12/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00409;0.1549;full_february;DAY_OF_WEEK
13/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.00275;0.14613;full_february;DAY_OF_WEEK
14/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.003;0.15213;full_february;DAY_OF_WEEK
15/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.02869;0.1402;full_february;DAY_OF_WEEK
16/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.00374;0.12746;full_february;DAY_OF_WEEK
17/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01126;0.17543;full_february;DAY_OF_WEEK
18/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.08418;0.25974;full_february;DAY_OF_WEEK
19/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0118;0.17085;full_february;DAY_OF_WEEK
20/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.03167;0.16385;full_february;DAY_OF_WEEK
21/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.04937;0.17562;full_february;DAY_OF_WEEK
22/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.00575;0.15732;full_february;DAY_OF_WEEK
23/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.03817;0.15188;full_february;DAY_OF_WEEK
24/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.08388;0.20732;full_february;DAY_OF_WEEK
25/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0328;0.30034;full_february;DAY_OF_WEEK
26/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.04661;0.18608;full_february;DAY_OF_WEEK
27/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.08172;0.19035;full_february;DAY_OF_WEEK
28/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01176;0.16838;full_february;DAY_OF_WEEK
29/10/2020;FRA;GADM;FRA.3_1;Bretagne;0.1733;0.13499;full_february;DAY_OF_WEEK
30/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.25831;0.23471;full_february;DAY_OF_WEEK
31/10/2020;FRA;GADM;FRA.3_1;Bretagne;-0.43564;0.35249;full_february;DAY_OF_WEEK
01/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.4552;0.50797;full_february;DAY_OF_WEEK
02/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.21712;0.22984;full_february;DAY_OF_WEEK
03/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.2167;0.22038;full_february;DAY_OF_WEEK
04/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.23854;0.24481;full_february;DAY_OF_WEEK
05/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.19281;0.21427;full_february;DAY_OF_WEEK
06/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.23793;0.2042;full_february;DAY_OF_WEEK
07/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.44196;0.33116;full_february;DAY_OF_WEEK
08/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.4767;0.46476;full_february;DAY_OF_WEEK
09/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.20343;0.22601;full_february;DAY_OF_WEEK
10/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.174;0.20853;full_february;DAY_OF_WEEK
11/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.6087;0.4665;full_february;DAY_OF_WEEK
12/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.17291;0.2059;full_february;DAY_OF_WEEK
13/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.24161;0.20638;full_february;DAY_OF_WEEK
14/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.43786;0.33336;full_february;DAY_OF_WEEK
15/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.51176;0.50136;full_february;DAY_OF_WEEK
16/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.18724;0.2193;full_february;DAY_OF_WEEK
17/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.18829;0.20963;full_february;DAY_OF_WEEK
18/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.23292;0.24604;full_february;DAY_OF_WEEK
19/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.18116;0.20833;full_february;DAY_OF_WEEK
20/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.22255;0.19755;full_february;DAY_OF_WEEK
21/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.39164;0.29885;full_february;DAY_OF_WEEK
22/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.44433;0.44996;full_february;DAY_OF_WEEK
23/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.18265;0.21506;full_february;DAY_OF_WEEK
24/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.17946;0.20628;full_february;DAY_OF_WEEK
25/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.22153;0.23709;full_february;DAY_OF_WEEK
26/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.16567;0.20026;full_february;DAY_OF_WEEK
27/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.21006;0.18893;full_february;DAY_OF_WEEK
28/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.19643;0.21934;full_february;DAY_OF_WEEK
29/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.20764;0.34751;full_february;DAY_OF_WEEK
30/11/2020;FRA;GADM;FRA.3_1;Bretagne;-0.09225;0.18733;full_february;DAY_OF_WEEK
01/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.08125;0.17279;full_february;DAY_OF_WEEK
02/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.11405;0.19729;full_february;DAY_OF_WEEK
03/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.11596;0.19496;full_february;DAY_OF_WEEK
04/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.10762;0.16587;full_february;DAY_OF_WEEK
05/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.19589;0.2333;full_february;DAY_OF_WEEK
06/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.25192;0.37158;full_february;DAY_OF_WEEK
07/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.10143;0.19646;full_february;DAY_OF_WEEK
08/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.0815;0.17581;full_february;DAY_OF_WEEK
09/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.11307;0.19634;full_february;DAY_OF_WEEK
10/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.08319;0.17738;full_february;DAY_OF_WEEK
11/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.12304;0.16482;full_february;DAY_OF_WEEK
12/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.16309;0.2191;full_february;DAY_OF_WEEK
13/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.31421;0.4014;full_february;DAY_OF_WEEK
14/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.08906;0.18847;full_february;DAY_OF_WEEK
15/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.02798;0.16455;full_february;DAY_OF_WEEK
16/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07619;0.19162;full_february;DAY_OF_WEEK
17/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.01563;0.16438;full_february;DAY_OF_WEEK
18/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07811;0.16388;full_february;DAY_OF_WEEK
19/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.07523;0.20595;full_february;DAY_OF_WEEK
20/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.09204;0.32412;full_february;DAY_OF_WEEK
21/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.10803;0.20835;full_february;DAY_OF_WEEK
22/12/2020;FRA;GADM;FRA.3_1;Bretagne;-0.09721;0.20179;full_february;DAY_OF_WEEK
